transaction_id,title,description,seller_user_id,buyer_user_id,create_timestamp,created_timestamp,paid_timestamp,shipped_timestamp,quantity,listing_image_id,receipt_id,is_digital,file_data,listing_id,sku,product_id,transaction_type,price,shipping_cost,variations,product_data,shipping_profile_id,min_processing_days,max_processing_days,shipping_method,shipping_upgrade,expected_ship_date,buyer_coupon,shop_coupon
4226893781,"They Don&#39;t Understand Alpha Wolf Shirt, Unhinged Sigma Wolf Meme, Litterally Me Wolves, Sitting Wolf Tee, Wolf Meme, Funny Desperate Wolf","📦 SHIPPING

COMFORT COLORS (Pepper):
We ship and fulfill orders from local providers in the US, Canada, and Australia.

CLASSIC GILDAN:
We ship and fulfill orders from local providers in the US, Canada, the EU, UK, and Australia.

- For shipments from local providers, standard shipping can take 2-6 business days after processing.
- For shipments that are NOT local providers, international shipping can take 10-30 days after processing.

👕 SIZING

This is a unisex shirt true to size. To get the oversized look, you should choose 1-3x your original size.

👉 T-SHIRT SPECIFICATIONS

COMFORT COLORS (Pepper): 
- Available only from print providers in the United States, Canada, and Australia
- The Comfort Colors 1717 tee is made with high-quality, 100% ring-spun USA cotton for long-lasting comfort
- The soft-washed, relaxed fabric ensures a consistently amazing fit and feel
- Pre-shrunk for size retention
- Made only using cotton that is ethically harvested and sourced

CLASSIC GILDAN:
- 100% USA grown cotton
- Pre-shrunk & Runs true to size
- Double-needle stitched sleeves and bottom hem
- Made using cotton that is ethically harvested and sourced

🧑🏻‍🏫 HOW TO ORDER

1-) Please check all photos for details
2-) Choose your apparel size from the Drop-Down lists next to the item picture.
3-) Choose your apparel colors to your preference on the next slide.
4-) Click Add to Cart. You can go back and add more products.
5-) Click &quot;Proceed to check out&quot;

🥰 CARE INSTRUCTION

We use the newest DTG Technology to print our products. Our water-based inks are organic, 100% non-hazardous, 100% toxin-free, completely vegan-friendly and contain no animal by-products. Safe for infants and babies.

- Machine wash cold, inside-out, gentle cycle with mild detergent and similar colors. Use non-chlorine bleach, only when necessary. No fabric softeners.
- Tumble dry low or hang-dry for longest life.
- Cool iron inside-out if necessary.
- Do not dry clean.

⚠️ ATTENTION

As different computers display colors differently, the color of the actual item may vary slightly from the picture.

If any questions arise, feel free to contact us anytime! We always work to make sure you have the absolute best experience shopping with us!",879431180,649467507,1724692355,1724692355,1724692361,,1,6143420074,3402854184,False,,1752206842,25241091282727145870,21529431527,listing,"{'amount': 3142, 'divisor': 100, 'currency_code': 'USD'}","{'amount': 0, 'divisor': 100, 'currency_code': 'USD'}","[{'property_id': 513, 'value_id': 50135267836, 'formatted_name': 'Colors', 'formatted_value': 'Black'}, {'property_id': 514, 'value_id': 56802856687, 'formatted_name': 'Sizes', 'formatted_value': 'M'}]","[{'property_id': 513, 'property_name': 'Custom Property', 'scale_id': None, 'scale_name': None, 'value_ids': [50135267836], 'values': ['Black']}, {'property_id': 514, 'property_name': 'Custom Property', 'scale_id': None, 'scale_name': None, 'value_ids': [56802856687], 'values': ['M']}]",220705902446,1,5,,,1725124361,17.28,17.28
4226893779,"Autism Vintage T-Shirt, Retro Metal Shirt, Funny Autism Shirts, Metallica Meme Tee, Vintage Washed Relaxed Cotton Shirt, Cool Autism Gifts","📦 SHIPPING

COMFORT COLORS:
We ship and fulfill orders from local providers in the US, Canada, and Australia.

CLASSIC GILDAN:
We ship and fulfill orders from local providers in the US, Canada, the EU, UK, and Australia.

- For shipments from local providers, standard shipping can take 2-6 business days after processing.
- For shipments that are NOT local providers, international shipping can take 10-30 days after processing.

👕 SIZING

This is a unisex shirt true to size. To get the oversized look, you should choose 1-3x your original size.

👉 T-SHIRT SPECIFICATIONS

COMFORT COLORS (Pepper): 
- Available only from print providers in the United States, Canada, and Australia
- The Comfort Colors 1717 tee is made with high-quality, 100% ring-spun USA cotton for long-lasting comfort
- The soft-washed, relaxed fabric ensures a consistently amazing fit and feel
- Pre-shrunk for size retention
- Made only using cotton that is ethically harvested and sourced

CLASSIC GILDAN:
- 100% USA grown cotton
- Pre-shrunk & Runs true to size
- Double-needle stitched sleeves and bottom hem
- Made using cotton that is ethically harvested and sourced

🧑🏻‍🏫 HOW TO ORDER

1-) Please check all photos for details
2-) Choose your apparel size from the Drop-Down lists next to the item picture.
3-) Choose your apparel colors to your preference on the next slide.
4-) Click Add to Cart. You can go back and add more products.
5-) Click &quot;Proceed to check out&quot;

🥰 CARE INSTRUCTION

We use the newest DTG Technology to print our products. Our water-based inks are organic, 100% non-hazardous, 100% toxin-free, completely vegan-friendly and contain no animal by-products. Safe for infants and babies.

- Machine wash cold, inside-out, gentle cycle with mild detergent and similar colors. Use non-chlorine bleach, only when necessary. No fabric softeners.
- Tumble dry low or hang-dry for longest life.
- Cool iron inside-out if necessary.
- Do not dry clean.

⚠️ ATTENTION

As different computers display colors differently, the color of the actual item may vary slightly from the picture.

If any questions arise, feel free to contact us anytime! We always work to make sure you have the absolute best experience shopping with us!",879431180,649467507,1724692355,1724692355,1724692361,,1,6113486718,3402854184,False,,1679319195,73685866132683207668,19875928657,listing,"{'amount': 3142, 'divisor': 100, 'currency_code': 'USD'}","{'amount': 0, 'divisor': 100, 'currency_code': 'USD'}","[{'property_id': 513, 'value_id': 50135267836, 'formatted_name': 'Colors', 'formatted_value': 'Black'}, {'property_id': 514, 'value_id': 56802856687, 'formatted_name': 'Sizes', 'formatted_value': 'M'}]","[{'property_id': 513, 'property_name': 'Custom Property', 'scale_id': None, 'scale_name': None, 'value_ids': [50135267836], 'values': ['Black']}, {'property_id': 514, 'property_name': 'Custom Property', 'scale_id': None, 'scale_name': None, 'value_ids': [56802856687], 'values': ['M']}]",220705902446,1,5,,,1725124361,17.28,17.28
4226252567,"Minye TShirt | Cursed Shirt, Weirdcore, Shirt That Go Hard, Dumb Shirt, Unhinge Shirt, Weird, Unhinge Shirt, Funny Shirt, Kanye Funny, Gag","📦 SHIPPING

COMFORT COLORS (Pepper):
We ship and fulfill orders from local providers in the US, Canada, and Australia.

CLASSIC GILDAN:
We ship and fulfill orders from local providers in the US, Canada, the EU, UK, and Australia.

- For shipments from local providers, standard shipping can take 2-6 business days after processing.
- For shipments that are NOT local providers, international shipping can take 10-30 days after processing.

👕 SIZING

This is a unisex shirt true to size. To get the oversized look, you should choose 1-3x your original size.

👉 T-SHIRT SPECIFICATIONS

COMFORT COLORS (Pepper): 
- Available only from print providers in the United States, Canada, and Australia
- The Comfort Colors 1717 tee is made with high-quality, 100% ring-spun USA cotton for long-lasting comfort
- The soft-washed, relaxed fabric ensures a consistently amazing fit and feel
- Pre-shrunk for size retention
- Made only using cotton that is ethically harvested and sourced

CLASSIC GILDAN:
- 100% USA grown cotton
- Pre-shrunk & Runs true to size
- Double-needle stitched sleeves and bottom hem
- Made using cotton that is ethically harvested and sourced

🧑🏻‍🏫 HOW TO ORDER

1-) Please check all photos for details
2-) Choose your apparel size from the Drop-Down lists next to the item picture.
3-) Choose your apparel colors to your preference on the next slide.
4-) Click Add to Cart. You can go back and add more products.
5-) Click &quot;Proceed to check out&quot;

🥰 CARE INSTRUCTION

We use the newest DTG Technology to print our products. Our water-based inks are organic, 100% non-hazardous, 100% toxin-free, completely vegan-friendly and contain no animal by-products. Safe for infants and babies.

- Machine wash cold, inside-out, gentle cycle with mild detergent and similar colors. Use non-chlorine bleach, only when necessary. No fabric softeners.
- Tumble dry low or hang-dry for longest life.
- Cool iron inside-out if necessary.
- Do not dry clean.

⚠️ ATTENTION

As different computers display colors differently, the color of the actual item may vary slightly from the picture.

If any questions arise, feel free to contact us anytime! We always work to make sure you have the absolute best experience shopping with us!",879431180,683751353,1724641125,1724641125,1724641133,1724716317.0,1,6191493215,3396856993,False,,1749716510,25241091282727145870,21491998753,listing,"{'amount': 3142, 'divisor': 100, 'currency_code': 'USD'}","{'amount': 0, 'divisor': 100, 'currency_code': 'USD'}","[{'property_id': 513, 'value_id': 50135267836, 'formatted_name': 'Colors', 'formatted_value': 'Black'}, {'property_id': 514, 'value_id': 56802856687, 'formatted_name': 'Sizes', 'formatted_value': 'M'}]","[{'property_id': 513, 'property_name': 'Custom Property', 'scale_id': None, 'scale_name': None, 'value_ids': [50135267836], 'values': ['Black']}, {'property_id': 514, 'property_name': 'Custom Property', 'scale_id': None, 'scale_name': None, 'value_ids': [56802856687], 'values': ['M']}]",220705902446,1,5,,,1724716317,15.71,15.71
4225371613,"Rippit - Funny Unisex Stoner T-Shirt, Frog Sweat Shirt, Frog Shirt, Stoner Shirt, Stoner Gift, Stoner Girls, Frog Shirt, Bong Rip Shirt","Our &quot;Rippit&quot; shirt is a classic gift for a stoner friend and weed lover! The hand-drawn design shows a frog hitting a bong with red eyes.

COMFORT COLORS (Pepper):
We ship and fulfill orders from local providers in the US, Canada, and Australia.

CLASSIC GILDAN:
We ship and fulfill orders from local providers in the US, Canada, the EU, UK, and Australia.

- For shipments from local providers, standard shipping can take 2-6 business days after processing.
- For shipments that are NOT local providers, international shipping can take 10-30 days after processing.

👕 SIZING

This is a unisex shirt true to size. To get the oversized look, you should choose 1-3x your original size.

👉 T-SHIRT SPECIFICATIONS

COMFORT COLORS (Pepper): 
- Available only from print providers in the United States, Canada, and Australia
- The Comfort Colors 1717 tee is made with high-quality, 100% ring-spun USA cotton for long-lasting comfort
- The soft-washed, relaxed fabric ensures a consistently amazing fit and feel
- Pre-shrunk for size retention
- Made only using cotton that is ethically harvested and sourced

CLASSIC GILDAN:
- 100% USA grown cotton
- Pre-shrunk & Runs true to size
- Double-needle stitched sleeves and bottom hem
- Made using cotton that is ethically harvested and sourced

🧑🏻‍🏫 HOW TO ORDER

1-) Please check all photos for details
2-) Choose your apparel size from the Drop-Down lists next to the item picture.
3-) Choose your apparel colors to your preference on the next slide.
4-) Click Add to Cart. You can go back and add more products.
5-) Click &quot;Proceed to check out&quot;

🥰 CARE INSTRUCTION

We use the newest DTG Technology to print our products. Our water-based inks are organic, 100% non-hazardous, 100% toxin-free, completely vegan-friendly and contain no animal by-products. Safe for infants and babies.

- Machine wash cold, inside-out, gentle cycle with mild detergent and similar colors. Use non-chlorine bleach, only when necessary. No fabric softeners.
- Tumble dry low or hang-dry for longest life.
- Cool iron inside-out if necessary.
- Do not dry clean.

⚠️ ATTENTION

As different computers display colors differently, the color of the actual item may vary slightly from the picture.

If any questions arise, feel free to contact us anytime! We always work to make sure you have the absolute best experience shopping with us!",879431180,349991500,1724599698,1724599698,1724599704,,1,6160283171,3401648130,False,,1639180666,24375842591171384684,19408713389,listing,"{'amount': 3142, 'divisor': 100, 'currency_code': 'USD'}","{'amount': 0, 'divisor': 100, 'currency_code': 'USD'}","[{'property_id': 513, 'value_id': 50135267836, 'formatted_name': 'Colors', 'formatted_value': 'Black'}, {'property_id': 514, 'value_id': 56802856687, 'formatted_name': 'Sizes', 'formatted_value': 'M'}]","[{'property_id': 513, 'property_name': 'Custom Property', 'scale_id': None, 'scale_name': None, 'value_ids': [50135267836], 'values': ['Black']}, {'property_id': 514, 'property_name': 'Custom Property', 'scale_id': None, 'scale_name': None, 'value_ids': [56802856687], 'values': ['M']}]",220705902446,1,5,,,1725031704,12.51,15.71
4225231541,"Existence is Pain Au Chocolat, Life is Pain Au Chocolat, Aesthetic Coffee Trendy T-Shirt, Funny French Pastry Shirt, Hilarious Woman Gift","Existence is Pain Au Chocolat, Life is Pain Au Chocolat, Aesthetic Coffee Trendy T-Shirt, Funny French Pastry Shirt, Hilarious Woman Gift

📦 SHIPPING

COMFORT COLORS (Pepper):
We ship and fulfill orders from local providers in the US, Canada, and Australia.

CLASSIC GILDAN:
We ship and fulfill orders from local providers in the US, Canada, the EU, UK, and Australia.

- For shipments from local providers, standard shipping can take 2-6 business days after processing.
- For shipments that are NOT local providers, international shipping can take 10-30 days after processing.

👕 SIZING

This is a unisex shirt true to size. To get the oversized look, you should choose 1-3x your original size.

👉 T-SHIRT SPECIFICATIONS

COMFORT COLORS (Pepper): 
- Available only from print providers in the United States, Canada, and Australia
- The Comfort Colors 1717 tee is made with high-quality, 100% ring-spun USA cotton for long-lasting comfort
- The soft-washed, relaxed fabric ensures a consistently amazing fit and feel
- Pre-shrunk for size retention
- Made only using cotton that is ethically harvested and sourced

CLASSIC GILDAN:
- 100% USA grown cotton
- Pre-shrunk & Runs true to size
- Double-needle stitched sleeves and bottom hem
- Made using cotton that is ethically harvested and sourced

🧑🏻‍🏫 HOW TO ORDER

1-) Please check all photos for details
2-) Choose your apparel size from the Drop-Down lists next to the item picture.
3-) Choose your apparel colors to your preference on the next slide.
4-) Click Add to Cart. You can go back and add more products.
5-) Click &quot;Proceed to check out&quot;

🥰 CARE INSTRUCTION

We use the newest DTG Technology to print our products. Our water-based inks are organic, 100% non-hazardous, 100% toxin-free, completely vegan-friendly and contain no animal by-products. Safe for infants and babies.

- Machine wash cold, inside-out, gentle cycle with mild detergent and similar colors. Use non-chlorine bleach, only when necessary. No fabric softeners.
- Tumble dry low or hang-dry for longest life.
- Cool iron inside-out if necessary.
- Do not dry clean.

⚠️ ATTENTION

As different computers display colors differently, the color of the actual item may vary slightly from the picture.

If any questions arise, feel free to contact us anytime! We always work to make sure you have the absolute best experience shopping with us!",879431180,103490213,1724591689,1724591689,1724591702,1724668807.0,1,6169387239,3396103513,False,,1717337887,64101924747879785599,20641807275,listing,"{'amount': 3456, 'divisor': 100, 'currency_code': 'USD'}","{'amount': 0, 'divisor': 100, 'currency_code': 'USD'}","[{'property_id': 513, 'value_id': 50135267836, 'formatted_name': 'Colors', 'formatted_value': 'Black'}, {'property_id': 514, 'value_id': 91416890176, 'formatted_name': 'Sizes', 'formatted_value': '2XL'}]","[{'property_id': 513, 'property_name': 'Custom Property', 'scale_id': None, 'scale_name': None, 'value_ids': [50135267836], 'values': ['Black']}, {'property_id': 514, 'property_name': 'Custom Property', 'scale_id': None, 'scale_name': None, 'value_ids': [91416890176], 'values': ['2XL']}]",220705902446,1,5,,,1724668807,17.28,17.28
4224807553,"Autistic and Gay Skeleton Explosion Shirt, Unhinged Shirt, Cursed TShirt, Unhinge Shirt, Skeleton Autism Meme Shirt, Hard Inappropriate Tee","&quot;Not Cool and Mysterious, but Autistic and Gay&quot; Skeleton Shirt

📦 SHIPPING

COMFORT COLORS (Pepper):
We ship and fulfill orders from local providers in the US, Canada, and Australia.

CLASSIC GILDAN:
We ship and fulfill orders from local providers in the US, Canada, the EU, UK, and Australia.

- For shipments from local providers, standard shipping can take 2-6 business days after processing.
- For shipments that are NOT local providers, international shipping can take 10-30 days after processing.

👕 SIZING

This is a unisex shirt true to size. To get the oversized look, you should choose 1-3x your original size.

👉 T-SHIRT SPECIFICATIONS

COMFORT COLORS (Pepper): 
- Available only from print providers in the United States, Canada, and Australia
- The Comfort Colors 1717 tee is made with high-quality, 100% ring-spun USA cotton for long-lasting comfort
- The soft-washed, relaxed fabric ensures a consistently amazing fit and feel
- Pre-shrunk for size retention
- Made only using cotton that is ethically harvested and sourced

CLASSIC GILDAN:
- 100% USA grown cotton
- Pre-shrunk & Runs true to size
- Double-needle stitched sleeves and bottom hem
- Made using cotton that is ethically harvested and sourced

🧑🏻‍🏫 HOW TO ORDER

1-) Please check all photos for details
2-) Choose your apparel size from the Drop-Down lists next to the item picture.
3-) Choose your apparel colors to your preference on the next slide.
4-) Click Add to Cart. You can go back and add more products.
5-) Click &quot;Proceed to check out&quot;

🥰 CARE INSTRUCTION

We use the newest DTG Technology to print our products. Our water-based inks are organic, 100% non-hazardous, 100% toxin-free, completely vegan-friendly and contain no animal by-products. Safe for infants and babies.

- Machine wash cold, inside-out, gentle cycle with mild detergent and similar colors. Use non-chlorine bleach, only when necessary. No fabric softeners.
- Tumble dry low or hang-dry for longest life.
- Cool iron inside-out if necessary.
- Do not dry clean.

⚠️ ATTENTION

As different computers display colors differently, the color of the actual item may vary slightly from the picture.

If any questions arise, feel free to contact us anytime! We always work to make sure you have the absolute best experience shopping with us!",879431180,834677262,1724547766,1724547766,1724547778,1724699714.0,1,6191504257,3401177832,False,,1752207690,13618552896815833100,21894784882,listing,"{'amount': 3142, 'divisor': 100, 'currency_code': 'USD'}","{'amount': 0, 'divisor': 100, 'currency_code': 'USD'}","[{'property_id': 513, 'value_id': 50135267836, 'formatted_name': 'Colors', 'formatted_value': 'Black'}, {'property_id': 514, 'value_id': 71931465715, 'formatted_name': 'Sizes', 'formatted_value': 'XL'}]","[{'property_id': 513, 'property_name': 'Custom Property', 'scale_id': None, 'scale_name': None, 'value_ids': [50135267836], 'values': ['Black']}, {'property_id': 514, 'property_name': 'Custom Property', 'scale_id': None, 'scale_name': None, 'value_ids': [71931465715], 'values': ['XL']}]",220705902446,1,5,,,1724699714,15.71,15.71
4224689037,"Rippit - Funny Unisex Stoner T-Shirt, Frog Sweat Shirt, Frog Shirt, Stoner Shirt, Stoner Gift, Stoner Girls, Frog Shirt, Bong Rip Shirt","Our &quot;Rippit&quot; shirt is a classic gift for a stoner friend and weed lover! The hand-drawn design shows a frog hitting a bong with red eyes.

COMFORT COLORS (Pepper):
We ship and fulfill orders from local providers in the US, Canada, and Australia.

CLASSIC GILDAN:
We ship and fulfill orders from local providers in the US, Canada, the EU, UK, and Australia.

- For shipments from local providers, standard shipping can take 2-6 business days after processing.
- For shipments that are NOT local providers, international shipping can take 10-30 days after processing.

👕 SIZING

This is a unisex shirt true to size. To get the oversized look, you should choose 1-3x your original size.

👉 T-SHIRT SPECIFICATIONS

COMFORT COLORS (Pepper): 
- Available only from print providers in the United States, Canada, and Australia
- The Comfort Colors 1717 tee is made with high-quality, 100% ring-spun USA cotton for long-lasting comfort
- The soft-washed, relaxed fabric ensures a consistently amazing fit and feel
- Pre-shrunk for size retention
- Made only using cotton that is ethically harvested and sourced

CLASSIC GILDAN:
- 100% USA grown cotton
- Pre-shrunk & Runs true to size
- Double-needle stitched sleeves and bottom hem
- Made using cotton that is ethically harvested and sourced

🧑🏻‍🏫 HOW TO ORDER

1-) Please check all photos for details
2-) Choose your apparel size from the Drop-Down lists next to the item picture.
3-) Choose your apparel colors to your preference on the next slide.
4-) Click Add to Cart. You can go back and add more products.
5-) Click &quot;Proceed to check out&quot;

🥰 CARE INSTRUCTION

We use the newest DTG Technology to print our products. Our water-based inks are organic, 100% non-hazardous, 100% toxin-free, completely vegan-friendly and contain no animal by-products. Safe for infants and babies.

- Machine wash cold, inside-out, gentle cycle with mild detergent and similar colors. Use non-chlorine bleach, only when necessary. No fabric softeners.
- Tumble dry low or hang-dry for longest life.
- Cool iron inside-out if necessary.
- Do not dry clean.

⚠️ ATTENTION

As different computers display colors differently, the color of the actual item may vary slightly from the picture.

If any questions arise, feel free to contact us anytime! We always work to make sure you have the absolute best experience shopping with us!",879431180,646349912,1724540593,1724540593,1724540621,1724680449.0,1,6112168268,3395710531,False,,1639180666,30991064693829536460,19408713413,listing,"{'amount': 3456, 'divisor': 100, 'currency_code': 'USD'}","{'amount': 0, 'divisor': 100, 'currency_code': 'USD'}","[{'property_id': 513, 'value_id': 66608274023, 'formatted_name': 'Colors', 'formatted_value': 'Forest Green'}, {'property_id': 514, 'value_id': 91416890176, 'formatted_name': 'Sizes', 'formatted_value': '2XL'}]","[{'property_id': 513, 'property_name': 'Custom Property', 'scale_id': None, 'scale_name': None, 'value_ids': [66608274023], 'values': ['Forest Green']}, {'property_id': 514, 'property_name': 'Custom Property', 'scale_id': None, 'scale_name': None, 'value_ids': [91416890176], 'values': ['2XL']}]",220705902446,1,5,,,1724680448,17.28,17.28
4224367481,"Minye TShirt | Cursed Shirt, Weirdcore, Shirt That Go Hard, Dumb Shirt, Unhinge Shirt, Weird, Unhinge Shirt, Funny Shirt, Kanye Funny, Gag","📦 SHIPPING

COMFORT COLORS (Pepper):
We ship and fulfill orders from local providers in the US, Canada, and Australia.

CLASSIC GILDAN:
We ship and fulfill orders from local providers in the US, Canada, the EU, UK, and Australia.

- For shipments from local providers, standard shipping can take 2-6 business days after processing.
- For shipments that are NOT local providers, international shipping can take 10-30 days after processing.

👕 SIZING

This is a unisex shirt true to size. To get the oversized look, you should choose 1-3x your original size.

👉 T-SHIRT SPECIFICATIONS

COMFORT COLORS (Pepper): 
- Available only from print providers in the United States, Canada, and Australia
- The Comfort Colors 1717 tee is made with high-quality, 100% ring-spun USA cotton for long-lasting comfort
- The soft-washed, relaxed fabric ensures a consistently amazing fit and feel
- Pre-shrunk for size retention
- Made only using cotton that is ethically harvested and sourced

CLASSIC GILDAN:
- 100% USA grown cotton
- Pre-shrunk & Runs true to size
- Double-needle stitched sleeves and bottom hem
- Made using cotton that is ethically harvested and sourced

🧑🏻‍🏫 HOW TO ORDER

1-) Please check all photos for details
2-) Choose your apparel size from the Drop-Down lists next to the item picture.
3-) Choose your apparel colors to your preference on the next slide.
4-) Click Add to Cart. You can go back and add more products.
5-) Click &quot;Proceed to check out&quot;

🥰 CARE INSTRUCTION

We use the newest DTG Technology to print our products. Our water-based inks are organic, 100% non-hazardous, 100% toxin-free, completely vegan-friendly and contain no animal by-products. Safe for infants and babies.

- Machine wash cold, inside-out, gentle cycle with mild detergent and similar colors. Use non-chlorine bleach, only when necessary. No fabric softeners.
- Tumble dry low or hang-dry for longest life.
- Cool iron inside-out if necessary.
- Do not dry clean.

⚠️ ATTENTION

As different computers display colors differently, the color of the actual item may vary slightly from the picture.

If any questions arise, feel free to contact us anytime! We always work to make sure you have the absolute best experience shopping with us!",879431180,634194369,1724524775,1724524775,1724524786,1724612902.0,1,6191492435,3400813702,False,,1749716510,29127147835560623336,21491998713,listing,"{'amount': 3456, 'divisor': 100, 'currency_code': 'USD'}","{'amount': 0, 'divisor': 100, 'currency_code': 'USD'}","[{'property_id': 513, 'value_id': 53663098272, 'formatted_name': 'Colors', 'formatted_value': 'Light Pink'}, {'property_id': 514, 'value_id': 91416890176, 'formatted_name': 'Sizes', 'formatted_value': '2XL'}]","[{'property_id': 513, 'property_name': 'Custom Property', 'scale_id': None, 'scale_name': None, 'value_ids': [53663098272], 'values': ['Light Pink']}, {'property_id': 514, 'property_name': 'Custom Property', 'scale_id': None, 'scale_name': None, 'value_ids': [91416890176], 'values': ['2XL']}]",220705902446,1,5,,,1724612902,17.28,17.28
4224063123,"They Don&#39;t Understand Alpha Wolf Shirt, Unhinged Sigma Wolf Meme, Litterally Me Wolves, Sitting Wolf Tee, Wolf Meme, Funny Desperate Wolf","📦 SHIPPING

COMFORT COLORS (Pepper):
We ship and fulfill orders from local providers in the US, Canada, and Australia.

CLASSIC GILDAN:
We ship and fulfill orders from local providers in the US, Canada, the EU, UK, and Australia.

- For shipments from local providers, standard shipping can take 2-6 business days after processing.
- For shipments that are NOT local providers, international shipping can take 10-30 days after processing.

👕 SIZING

This is a unisex shirt true to size. To get the oversized look, you should choose 1-3x your original size.

👉 T-SHIRT SPECIFICATIONS

COMFORT COLORS (Pepper): 
- Available only from print providers in the United States, Canada, and Australia
- The Comfort Colors 1717 tee is made with high-quality, 100% ring-spun USA cotton for long-lasting comfort
- The soft-washed, relaxed fabric ensures a consistently amazing fit and feel
- Pre-shrunk for size retention
- Made only using cotton that is ethically harvested and sourced

CLASSIC GILDAN:
- 100% USA grown cotton
- Pre-shrunk & Runs true to size
- Double-needle stitched sleeves and bottom hem
- Made using cotton that is ethically harvested and sourced

🧑🏻‍🏫 HOW TO ORDER

1-) Please check all photos for details
2-) Choose your apparel size from the Drop-Down lists next to the item picture.
3-) Choose your apparel colors to your preference on the next slide.
4-) Click Add to Cart. You can go back and add more products.
5-) Click &quot;Proceed to check out&quot;

🥰 CARE INSTRUCTION

We use the newest DTG Technology to print our products. Our water-based inks are organic, 100% non-hazardous, 100% toxin-free, completely vegan-friendly and contain no animal by-products. Safe for infants and babies.

- Machine wash cold, inside-out, gentle cycle with mild detergent and similar colors. Use non-chlorine bleach, only when necessary. No fabric softeners.
- Tumble dry low or hang-dry for longest life.
- Cool iron inside-out if necessary.
- Do not dry clean.

⚠️ ATTENTION

As different computers display colors differently, the color of the actual item may vary slightly from the picture.

If any questions arise, feel free to contact us anytime! We always work to make sure you have the absolute best experience shopping with us!",879431180,799487742,1724510523,1724510523,1724510529,1724649128.0,1,6143420804,3395235701,False,,1752206842,32608899448722575389,21894956704,listing,"{'amount': 4371, 'divisor': 100, 'currency_code': 'USD'}","{'amount': 0, 'divisor': 100, 'currency_code': 'USD'}","[{'property_id': 513, 'value_id': 87330701634, 'formatted_name': 'Colors', 'formatted_value': 'Pepper'}, {'property_id': 514, 'value_id': 56802856687, 'formatted_name': 'Sizes', 'formatted_value': 'M'}]","[{'property_id': 513, 'property_name': 'Custom Property', 'scale_id': None, 'scale_name': None, 'value_ids': [87330701634], 'values': ['Pepper']}, {'property_id': 514, 'property_name': 'Custom Property', 'scale_id': None, 'scale_name': None, 'value_ids': [56802856687], 'values': ['M']}]",220705902446,1,5,,,1724649128,21.86,21.86
4223255221,"Minye TShirt | Cursed Shirt, Weirdcore, Shirt That Go Hard, Dumb Shirt, Unhinge Shirt, Weird, Unhinge Shirt, Funny Shirt, Kanye Funny, Gag","📦 SHIPPING

COMFORT COLORS (Pepper):
We ship and fulfill orders from local providers in the US, Canada, and Australia.

CLASSIC GILDAN:
We ship and fulfill orders from local providers in the US, Canada, the EU, UK, and Australia.

- For shipments from local providers, standard shipping can take 2-6 business days after processing.
- For shipments that are NOT local providers, international shipping can take 10-30 days after processing.

👕 SIZING

This is a unisex shirt true to size. To get the oversized look, you should choose 1-3x your original size.

👉 T-SHIRT SPECIFICATIONS

COMFORT COLORS (Pepper): 
- Available only from print providers in the United States, Canada, and Australia
- The Comfort Colors 1717 tee is made with high-quality, 100% ring-spun USA cotton for long-lasting comfort
- The soft-washed, relaxed fabric ensures a consistently amazing fit and feel
- Pre-shrunk for size retention
- Made only using cotton that is ethically harvested and sourced

CLASSIC GILDAN:
- 100% USA grown cotton
- Pre-shrunk & Runs true to size
- Double-needle stitched sleeves and bottom hem
- Made using cotton that is ethically harvested and sourced

🧑🏻‍🏫 HOW TO ORDER

1-) Please check all photos for details
2-) Choose your apparel size from the Drop-Down lists next to the item picture.
3-) Choose your apparel colors to your preference on the next slide.
4-) Click Add to Cart. You can go back and add more products.
5-) Click &quot;Proceed to check out&quot;

🥰 CARE INSTRUCTION

We use the newest DTG Technology to print our products. Our water-based inks are organic, 100% non-hazardous, 100% toxin-free, completely vegan-friendly and contain no animal by-products. Safe for infants and babies.

- Machine wash cold, inside-out, gentle cycle with mild detergent and similar colors. Use non-chlorine bleach, only when necessary. No fabric softeners.
- Tumble dry low or hang-dry for longest life.
- Cool iron inside-out if necessary.
- Do not dry clean.

⚠️ ATTENTION

As different computers display colors differently, the color of the actual item may vary slightly from the picture.

If any questions arise, feel free to contact us anytime! We always work to make sure you have the absolute best experience shopping with us!",879431180,960932690,1724445457,1724445457,1724445467,,1,6143397580,3394628437,False,,1749716510,21130195237084991023,21491998699,listing,"{'amount': 3142, 'divisor': 100, 'currency_code': 'USD'}","{'amount': 0, 'divisor': 100, 'currency_code': 'USD'}","[{'property_id': 513, 'value_id': 96446101302, 'formatted_name': 'Colors', 'formatted_value': 'Dark Chocolate'}, {'property_id': 514, 'value_id': 54657375590, 'formatted_name': 'Sizes', 'formatted_value': 'L'}]","[{'property_id': 513, 'property_name': 'Custom Property', 'scale_id': None, 'scale_name': None, 'value_ids': [96446101302], 'values': ['Dark Chocolate']}, {'property_id': 514, 'property_name': 'Custom Property', 'scale_id': None, 'scale_name': None, 'value_ids': [54657375590], 'values': ['L']}]",220705902446,1,5,,,1724877467,15.71,15.71
